Turno	Data e hora	Pallets expedidos	Programados	Total de cargas	Em descida	Zona mista	Piso novo armazém	Fifo 1	Fifo 2	Fifo 3	Fifo 4	Fifo 5	Observação	Responsável
TURNO 3	14/08/2025	303		11	ADERÊNCIA REGISTRO 14.08 EXPORTAÇÃO 13/08 : 898958882	DEVOLUÇÃO MP - AGUARDANDO DESBLOQUEIO DA QUALIDADE DEVOLUÇÃO MP - AGUARDANDO COLETA  AD. VARGINHA 13/08 - PENDET. CRIAR REMESSA (Sist: Fifo3A)  PALETE TESTE HEROES - VALOR LIQUIDO	35 PALETES P/ ARMAZENAR  Obs: 12 paletes já transferido para o trans (cone verde) apenas inserir.	DEDUTIVEL SEPARADO  DUAS CARGAS DEVOLUÇÃO (AGUARDANDO NF) ADERÊNCIA REGISTRO 14/08 - EM DESCIDA	PALETES P/ARMAZENAR	VAZIO	F1- CARGA AGUARDANDO DESBLOQUEIO DA QUALIDADE	F1 - 05 PALETES EXTORNADO NO EXPEDE  + 08 PALETES PARA ESTORNAR	MATERIAL NO PISO DO NOVO ARMAZEM P/ ARMAZENAR  LISTA DO DIA 14/08 - CRIADA (PENDENTE SOLICITAR APENAS VARGINHA E SGC)  PEND MAPEAR ADERÊNCIA PARANÁ 14/08  LISTA DE 01 CARGA FP LOG 14/08 - CRIADA	Nicolly Araujo
TURNO 1	14/08/2025	565		16	FP LOG - (REMESSA 898979200) DEVOLUÇÃO VARGINHA	DEVOLUÇÃO MP - AGUARDANDO DESBLOQUEIO DA QUALIDADE  DEVOLUÇÃO MP - AGUARDANDO COLETA AD. VARGINHA 13/08 (REMESSA 898990180) - PEND. TM  PALETE TESTE HEROES - VALOR LIQUIDO		ADERENCIA DE REGISTRO 13/08 E 14/08 (898990423/ 898994171)- EM CARREGAMENTO  DEDUTIVEL DE PAPEL DUAS CARGAS DEVOLUÇÃO (AGUARDANDO NF)	SGC - PEND. CRIAR REMESSA (SIST. FIFO2A) VAGINHA (ETIQUETA LARANJA)-  PEND. CRIAR REMESSA (SIST. FIFO1)	VARGINHA- PEND. SEPARAR	F1-  2 FILAS PEND. ESTORNAR  VARGINHA PEND. SEPARAR	F1- SEPARANDO (SIST. FIFO5)	MATERIAL  DE DEVOLUÇÃO QUE ESTA EM DESCIDA  COLOCAR NO PISO DO GALPÃO PROXIMO A EXPEDIÇÃO  PEND. MAPEAR ADERENCIA SGC 14/08	Islani Marques
TURNO 2	14/08/2025	806	0	24	SGC REGISTRO	ADERÊNCIA DE REGISTRO 14.08 ADERÊNCIA PARANÁ 14.08 REGISTRO MAPA DIA 15.08	DEVOLUÇÃO AGUARDANDO DESBLOQUEIO QUALIDADE	FPLOG SEPARADA SGC EM SEPARAÇÃO DEDUTIVEL SEPARADO	SGC PEND SPLIT - 899005592	BOTICA SP REMESSA PEND SEPARAR VARGINHA 14/08 PEND REMESSA	F1- EM CARREGAMENTO F1- 1 FILEIRA NO EXPEDE E 1 FILEIRA ESTORNADA	F1- PEND ESTORNO	SOLICITAR AD DE SGC 14/08 CRIAR LISTA 15/08 - PARANÁ E VARGINHA MAPEAR AD DE VARGINHA 14/08	Beatriz Suzart
TURNO 3	15/08/2025	274		8	VARGINHA 15/08 AD. SGC 14/08	ADERÊNCIA PARANÁ 14.08 PALETE DO TESTE HEROES (Continua apresentando erro ao criar remessa)  DEVOLUÇÃO MP - AGUARDANDO COLETA	DEVOLUÇÃO - SEPARADA E LIBERADA PELA QUALIDADE	* FPLOG SEPARADA * SGC 15/08 (899008093) - PENDT CARREGAMENTO * DEDUTIVEL SEPARADO	VARGINHA 15/08 - PEND. CRIAR REMESSA	VARGINHA 15/08 - VARGINHA EM SEPARAÇÃO  REGISTRO - PENDT CARREGAMENTO	F1 - PENT REALIZAR ESTORNO	F1 - CARGA PENDT CRIAR REMESSA (Sist: Fifo 05)  F1 - CARGA PENT LIBERAÇÃO QUALIDADE (Sist: Fifo 5A)	MAPEAR AD DE VARGINHA 14/08 MAPEAR AD SGC / REGISTRO 15/08  LISTA DO DIA 15/08 ´- PENDENT SOLICITAR PARANÁ	Nicolly Araujo
TURNO 1	15/08/2025	610		14	* FP LOG (REMESSAS 898979215, 898979231)´ *ADERENCIA SGC 15/08	* ADERÊNCIA PARANÁ 14.08 * ADERENCIA SGC 14.08- PEND SEPARAR * PALETE DO TESTE HEROES (Continua apresentando erro ao criar remessa) * DEVOLUÇÃO MP - AGUARDANDO COLETA		FP LOG AGUARDANDO CRIAR NOVA REMESSA  FP LOG EM DESCIDA (REMESSAS 898979215, 898979231)	VARGINHA EM CARREGAMENTO	AD. VARGINHA 14/08 PEND. SEPARAR	F1- PEND ESTORNO	F1- PEND REMONTAR ( REMESSA 899014974)	MAPEAR ADERENCIA DE REGISTRO  DEVOLUÇÃO NO PISO DO GALPÃO NOVO	Islani Marques
TURNO 2	15/08/2025	596	0	17	PARANÁ 16/08	AD SGC 14.08 899023938 - PEND SPLIT AD PARANÁ - PEND TM  PLTS COM ERRO - DEVOLUÇÃO  PLTS COM ERRO DE INSEÇÃO	ZERADO	* FP LOG AGUARDANDO CRIAR NOVA REMESSA * FP LOG (REMESSAS 898979215, 898979231) - PEND FATURAR * AD DE PARANÁ 15.08 - PEND SEPARAR * SOBRA DE SGC 16.08 - PEND CRIAR REMESSA	SGC 16.08 - EM CARREGAMENTO	SGC 16.08 E AD - EM CARREGAMENTO  AD VARGINHA 14.08 - EM SEPARAÇÃO	F1 - FIFO4A 36 PALETES	F1 - PEND ESTORNAR	CRIAR LISTA 16/08 PARANÁ E REGISTRO SOLICITAR AD 15/08 VARGINHA E SGC  MAPEAR AD 15/08 REGISTRO	Beatriz Suzart
TURNO 3	16/08/2025	189		6	ADERÊNCIA REGISTRO 15/08 ADERÊNCIA VARGINHA 15/08 ADERÊNCIA SGC 15/08	IPP - DEVOLUÇÃO AD. SGC 14/08 (899026835) - PEND VERIFICAR ERRO  REMESSA SJP (MP) - 899018242  SOBRA PARANÁ 15/08 (899019774) - PENDT  TM  AD. VARGINHA 14/08 (899025538) - PENDT TM  03 PALETES P/ INSERIR	ZERADO	AD. PARANÁ 14/08 - PENDT CRIAR REMESSA (01 PLT COM A ETIQUETA AMARELA)  AD. PARANÁ 15/08 - PENDT CRIAR REMESSA (07 PLTS COM A ETIQUETA VERMELHA) SOBRA SGC 16/08 - (899026801) - PEND VERIFICAR ERRO  FP LOG AGUARDANDO CRIAR NOVA REMESSA FP LOG (REMESSAS 898979215, 898979231) - PEND FATURAR DEDUTIVEL SEPARADO	EXPORTAÇÃO 14/08 (898998496) - PENDT SPLIT  ADERÊNCIA DE REGISTRO 15/08 - EM DESCIDA	VAZIO	F1 - AGUARDANDO LIBERAÇÃO DA QUALIDADE (Sist FIFO 4A) - CONE AMARELO  F1 - F1 - CARGA LIBERADA PARA CRIAÇÃO DA REMESSA (Sist FIFO 5A)	F1 - 12 PLTS PARA ESTORNAR	PENDENTE CRIAÇÃO DA LISTA DE VARGINHA 16/08  PENDENTE SOLICITAR REGISTRO 16/08  PENDENTE MAPEAR ADERÊNCIA DE SGC E PARANÁ DO DIA 16/08 PALETES DE F1 NO PISO DO RECEBIMENTO PENDENTE ESTORNO	Nicolly Araujo
TURNO 1	16/08/2025	429		9	ZERO DESCIDA	IPP - DEVOLUÇÃO SOBRA VARGINHA 16/08 - PEND. CRIAR REMESSA  AD. SGC 14/08 (899026835) - PEND TM AD. SGC 15/08 (899033205) - PEND. TM	VAZIO	* AD. PARANÁ 14/08 899032249  - PEND. TM (01 PLT COM A ETIQUETA AMARELA) * AD. PARANÁ 15/08 899029642 - PEND. TM (07 PLTS COM A ETIQUETA VERMELHA) * SOBRA SGC 16/08 - (899026801) - PEND VERIFICAR ERRO * FP LOG AGUARDANDO CRIAR NOVA REMESSA * FP LOG (REMESSAS 898979215, 898979231) - PEND FATURAR * DEDUTIVEL SEPARADO	EXPORTAÇÃO REMESSA  899018310- PEND. SEPARAR	REGISTRO 899033397 - PEND. TM AD REGISTRO 15/08 899033581 - PEND. TM SOBRA PARANÁ 15/08 899019774 - PEND. TM VARGINHA - PEND. CRIAR REMESSA AD. VARGINHA 15/08 899029542 - PEND.TM  AD. VARGINHA  14/08 899025538 - PEND. TM	F1 - PLTS PEND. ESTORNO	F1 LOGIC - PEND. CRIAR REMESSA	PEND. ATUAR ADERÊNCIA	Sandy Santos
TURNO 2	16/08/2025	449	0	22	AD VARGINHA 16/08	* IPP - DEVOLUÇÃO * AD VARGINHA 15/08 - PEND TM 899037457 * AD REGISTRO 15/08 - PEND TM 899037750	ZERADO	AD VARGINHA 16/08 - EM DESCIDA SOBRA SGC 16/08 - (899026801) - PEND VERIFICAR ERRO AD. SGC 14/08 (899026835) - PEND TM AD. SGC 15/08 (899033205) - PEND. TM FP LOG AGUARDANDO CRIAR NOVA REMESSA FP LOG (REMESSAS 898979215, 898979231) - PEND FATURAR DEDUTIVEL SEPARADO	EXPORTAÇÃO E PARANÁ - EM CARREGAMENTO 899018310 | 899040032 | 899032249  899029642 F1 - FATURADO PEND BAU - 899040541	SJP - EM SEPARAÇÃO - 899020814	F1 - 3 FILEIRAS PEND ESTORNO	F1 - 2 FILEIRA NO FIFO 4A F1 - 2 FILEIRAS PEND ESTORNO F1 - 3 PLS PEND ESTORNO	PEND SOLICITAR AD SGC 16/08	Beatriz Suzart
TURNO 3	17/08/2025	81		3	ADERÊNCIA SGC 16/08  FP LOG (898979238)	AD REGISTRO 15/08 - PEND TM 899037750 AD. PARANÁ 16/08 - PENDT CRIAR REMESSA  AD VARGINHA 15/08 - PEND TM 899037457 AD. VARGINHA 16/08 - PEND TM (899043489)  IPP - DEVOLUÇÃO PALETE P/ TRATAR	ZERADO	FP LOG AGUARDANDO CRIAR NOVA REMESSA  FP LOG (REMESSAS 898979215, 898979231) - PEND FATURAR  DEDUTIVEL SEPARADO SOBRA SGC 16/08 -  (85988871 / 85988159 ) PEND. MULTI  ADE. SGC 16/08 - EM DESCIDA / SEPARAÇÃO  (17 UCS SEPARADAS NO FIFO 2A) AD. SGC 14/08 (85988165 / 899043172 ) - PEND MULTI AD. SGC 15/08 (899033205) - PEND. TM	SJP (899018747) - PENDT TM	F1 - AGUARDANDO DESBLOQUEIO DA QUALIDADE (Sist: FIFO 3A)  Obs: Carga identificada e com etiqueta na cor branca	F1 - PENDENTE CRIAR REMESSA (Sist: FIFO 4) Obs: Carga identificada e com etiqueta da cor laranja   F1 - PENDENTE CRIAR REMESSA (Sist: FIFO 4A) Obs: Carga identificada e com etiqueta da cor amarela	F1 - PALETES P/ ESTORNAR	PENDT. SOLICITAR PALETES DE FP LOG 19/08 - LISTA CRIADA	Nicolly Araujo
TURNO 2	17/08/2025	166	0	4	55 PLTS DEDUTIVEL PAPEL	6 PLTS PARA INVENTARIO QUALIDADE * AD REGISTRO 15/08 - PEND TM 899037750 * AD. PARANÁ 16/08 - PEND TM 899045679 * AD VARGINHA 15/08 - PEND TM 899037457 * AD. VARGINHA 16/08 - PEND TM (899043489) * IPP - DEVOLUÇÃO * PALETE P/ TRATAR	ZERADO	* FP LOG AGUARDANDO CRIAR NOVA REMESSA * FP LOG (REMESSAS 898979215, 898979231) - PEND FATURAR * DEDUTIVEL SEPARADO	DEDUTIVEL EM SEPARAÇÃO	SJP (899018747) - PENDT TM F1- AGUARDANDO FATURAMENTO E BAÚ FPLOG SEPARADO EM BUFFER PARA FATURAR	* F1 - PENDENTE CRIAR REMESSA (Sist: FIFO 4) * Obs: Carga identificada e com etiqueta da cor laranja * F1 - PENDENTE CRIAR REMESSA (Sist: FIFO 4A) * Obs: Carga identificada e com etiqueta da cor amarela	F1 - PALETES EM SEPARAÇÃO	103 PALETES DEDUTIVEL SOLICITADOS, EM SEEPARAÇÃO, IDENTIFICAÇÃO FAMILIA PAPEL E ARMAZENADOS EM MP (RUA 8) 35 PALETES COMPACTADOS E ARMAZENADOS 6 PALETES SOLICITADOS PARA INVENTARIO DA QUALIDADE	Elane Santos
TURNO 3	18/08/2025	144		3	ZERADO	6 PLTS PARA INVENTARIO QUALIDADE AD REGISTRO 15/08 - PEND TM (899037750) AD. PARANÁ 16/08 - PEND TM (899045679) AD VARGINHA 15/08 - PEND TM (899037457) AD. VARGINHA 16/08 - PEND TM (899043489) IPP - DEVOLUÇÃO PALETE P/ TRATAR	ZERADO	FP LOG AGUARDANDO CRIAR NOVA REMESSA FP LOG (REMESSAS 898979215, 898979231) - PEND FATURAR CPACK	F1 - PEND CRIAR REMESSA (SISTÊMICO 1)	SJP (899018747) - PEND. TM F1 - PEND CRIAR REMESSA (SISTÊMICO 3A) FPLOG SEPARADO EM BUFFER PARA FATURAR	F1 - PEND CRIAR REMESSA (SISTÊMICO 4) F1 - PEND CRIAR REMESSA (SISTÊMICO 2A)	F1 - PEND CRIAR REMESSA (SISTÊMICO 3)	DEDUTÍVEL ARMAZENADO NA RUA 8 ADERÊNCIA DIA 16 AGUARDANDO AJUSTE DRP	Santos Gisele
TURNO 1	18/08/2025	192		2	ZERADO	6  PLTS PARA INVENTARIO QUALIDADE  AD REGISTRO 15/08 - PEND TM (899037750) AD. PARANÁ 16/08 - PEND TM (899045679) AD VARGINHA 15/08 - PEND TM (899037457)  AD. VARGINHA 16/08 - PEND TM (899043489)	ZERADO	FP LOG -AGUARDANDO CRIAR NOVA REMESSA CPACK DEVOLUÇÃO- PEND. NF	F1 - PEND CRIAR REMESSA (SISTÊMICO 5) F1 - PEND. ESTORNO	F1 - PEND CRIAR REMESSA (SISTÊMICO 3A) SJP (899018747) - PEND. TM	F1( REMESSA 899061169)- PEND. BAU   F1( REMESSA 899060109)- PEND. BAU	F1 - PEND CRIAR REMESSA (SISTÊMICO 3) F1 - PEND. ESTORNO	F1- FATURADA REMESSA 899048354 BAU PIZZATTO PLACA SEG9H52	Islani Marques
TURNO 2	18/08/2025	669	0	17	SGC 19/08	6  PLTS PARA INVENTARIO QUALIDADE AD REGISTRO 15/08 - PEND TM (899037750) AD. PARANÁ 16/08 - PEND TM (899045679) F1 - PEND ESTORNO	48 PALETES DE DEDUTIVEL PAPEL SEPARADO - PEND LEVAR PRA MP PEND SOLICITAR 12 PALETES FECHADOS DE DEDUTIVEL (PAPEL) E LEVAR PARA MP	FP LOG -AGUARDANDO CRIAR NOVA REMESSA CPACK DEVOLUÇÃO- PEND. NF SJP (899018747) - PEND. TM	SGC 19/08 - PEND SPLIT E DUPLO CHECK - 899073476	SGC - PEND SEPARAÇÃO	F1 - 41 UC MP FIFO4  2 PALETES PEND ESTORNO F1 - 2 CARGA FATURADO PEND BAU	PEND ESTORNO  F1 - 1 CARGA FATURADO PEND BAU	PEND CONTINUAR A CRIAÇÃO DA LISTA DE SGC 19/08 CRIAR LISTA DE REGISTRO, PARANÁ E VARGINHA 19/08 PEND SOLICITAR 12 PALETES FECHADOS DE DEDUTIVEL (PAPEL) E LEVAR PARA MP	Beatriz Suzart
TURNO 3	19/08/2025	355		9	SGC - 19/08 EXPORTAÇÃO - 18/08 (899066618)	6 PLTS PARA INVENTARIO QUALIDADE AD REGISTRO 15/08 - PEND TM (899037750) AD. PARANÁ 16/08 - PEND TM (899045679)	EM DESCIDA 12 PALETES FECHADOS DE DEDUTIVEL (PAPEL)	FP LOG - AGUARDANDO CRIAR NOVA REMESSA DEDUTÍVEL (PAPEL) CPACK DEVOLUÇÃO - PEND. NF SJP (899018747) - PEND. TM SGC - EM DESCIDA	SGC - PEND CRIAR REMESSA (ITEM 87896 VALOR LÍQUIDO)	SGC - PEND CARREGAMENTO E CONFERÊNCIA DA AUDITORIA	F1 - AGUARDANDO BAÚ (899077234) F1 - AGUARDANDO BAÚ (899077198) F1 - PEND ESTORNO	F1 - AGUARDANDO BAÚ (899067218)	TODAS AS LISTAS DO MAPA - 19.08 CRIADAS PEND SOLICITAR PARANÁ, VARGINHA, REGISTRO	Santos Gisele
TURNO 1	19/08/2025	482		13	REGISTRO  PARANÁ ADERENCIA SGC 19/08	6 PLTS QUALIDADE INVENTARIADO, ESTA  DIVERGENCIA DE QUANTIDADE. F1- PEND. ESTORNO	DEVOLUÇÃO- PEND NF  F1- PEND ESTORNO	DEDUTIVEL DE PAPEL  FP LOG - AGUARDANDO CRIAR NOVA REMESSA CPK  REGISTRO( 899084102)- PEND  TM	EXPORTAÇÃO- SPLIT	REGISTRO- PEND SEPARAR AD REGISTRO 15/08 - PEND TM (899037750) SGC - EM CARREGAMENTO  AD. PARANÁ 16/08 - PEND TM (899045679) PARANÁ -EM DESCIDA	F1- PEND. ESTORNO  F1 - PEND. CRIAR REMESSA.	F1-FATURADA REMESSA 899067218	DISPONIBILIZAE DOCA SEM VEICULO, PARA LAVAGEM  SOLICITAR 21 PALETES DEDUTIVEL DE PAPEL PARA COMPLETAR CARGA, TEMOS 7 PISO( SOLICITAR OS PALETES MAIS ANTIGOS) TEM PALETE DE F1 NA AREA DO RECEBIMENTO. CARGA DE ESTOJO LOGIC EM BAÚ DA PIZZATTO PLACA SEG9H52 REMESSA 899078875 PEND.MULTI POIS PLACA SFG2C02 NÃO ESTA CADASTRADA, LIDER PIZZATTO ESTA CIENTE.	Islani Marques
TURNO 2	19/08/2025	730	0	22	SGC 20/08 DEDUTIVEL PAPEL - 30 PALETES	F1 - PEND ESTORNO	DEVOLUÇÃO- PEND NF F1- PEND ESTORNO	DEDUTIVEL DE PAPEL FP LOG - AGUARDANDO CRIAR NOVA REMESSA CPK AD SGC 19/08 - 899093970 PEND TM	SOBRA DE VARGINHA 19.08 - PEND TM 899093835 SGC 20.08 - PEND CRIAR REMESSA	SGC EM CARREGAMENTO  SOBRA DE PARANÁ 19.08 - PEND TM 899089332 AD DE PARANÁ 19.08 - PEND TM 899094533	F1 - CARGA PRONTA - PEND BAU PRA CARREGAR F1 - FIFO 4A PEND CRIAR REMESSA E DUPLO CHECK	F1 - PEND ESTORNAR	PEND MAPEAR AD DE VARGINHA 19.08 PEND CRIAR LISTA DE REGISTRO E VARGINHA 20.08	Beatriz Suzart
TURNO 3	20/08/2025	364		12	VARGINHA 20/08  AD. SGC 20/08	AD. SGC 19/08 - PENDT CRIAR REMESSA  DEDUTÍVEL PAPEL (POSSIVEL CARGA HOJE)  PALETES DIVERSOS PARA ARMAZENAR	DEVOLUÇÃO- PEND NF	DEDUTIVEL DE PAPEL (POSSIVEL CARGA HOJE)  FP LOG - AGUARDANDO CRIAR NOVA REMESSA CPACK AD VARGINHA 19/08 - PEND BIPAR (899098860) 7 PALETES PARA ARMAZENAR	VARGINHA - PIZZATTO CINTAR / PEND TM VARGINHA - PEND TM  (899098828) - FIFO2/3	AD. PARANÁ (899094533) SOBRA PARANÁ (899089332) VARGINHA EM DESCIDA	F1 - CARGA PRONTA - PEND BAÚ (899096412)  F1 - CARGA PRONTA - PEND BAÚ (899098850)	F1 - 29 PALETES ESTORNADOS	LISTA DO DIA 20/08 - CRIADA POR COMPLETA  LISTA DE EXPORTAÇÃO 19/08 - CRIADA  PALETES DE F1 NO PISO DO RECEBIMENTO  PALETES DE F1 NA AREA DE APOIO DE SEPARAÇÃO	Nicolly Araujo
TURNO 1	20/08/2025	487		13	SOBRA DE PARANÁ REGISTRO	AD. SGC 19/08 REMESSA 899100088 - PEND. TM  PALETES PARA ARMAZENAR	2 DEVOLUÇÕES AGUARDANDO NF	DEDUTIVEL DE PAPEL  CPACK AD. SGC 20/08- PEND. CRIAR REMESSA	PARANÁ-  PEND. SEPARAR	PARANÁ - PEND. SEPARAR AD. PARANÁ (899094533) PEND. BIPAR SOBRA PARANÁ (899089332) PEND. TM	F1- REMESSA 899096412- EM CARREGAMENTO  F1-  3 FILAS ESTORNADAS F1- 1 FILA PEND. ESTORNO	F1- FATURADA REMESSA 899104603	* NÃO ENCOSTAR CARRETA NAS DOCAS 01 E 02 ESTA REALIZANDO LAVAGEM.  *F1- NO PISO DO RECEBIMENTO (PEND. ESTORNO)	Islani Marques
TURNO 2	20/08/2025	727	0	23	VARGINHA 21.08 EXPORTAÇÃO 899086404	PLTS DE ESTOJO BLOQUEADO 86191 - AGUARDANDO QUALIDADE PLT PRA ARMAZENAR  AD SGC 19.08  - 899100088 3 PALETES DE SOBRA REGISTRO 20.08 - PEND SEPARAÇÃO	ZERADO	DEDUTIVEL DE PAPEL EXPORTAÇÃO - PEND SEPARAÇÃO 899086404	AD VARGINHA 20.08 - SEPARAÇÃO FIFO 1 REGISTRO 20.08 - SEPARAÇÃO FIFO 2	REGISTRO - PEND CARREGAMENTO 899118057 SOBRA DE EXPORTAÇÃO - PEND SEPARAÇÃO 899086404	F1 - EM CARREGAMENTO -  899116799 PEND IMPRIMIR NF PALETE F1 - 40 PALETES NO FIFO 4	F1 - PEND ESTORNAR	PALETES MAPEADOS NA ZONA MISTA E SOLICITADOS SALDOS - PEND REINTEGRAÇÃO  PEND SOLICITAR AD PARANÁ 20.08 PEND MAPEAR AD REGISTRO 20.08 PEND CONTINUAR A LISTA DE VARGINHA 20.08 PEND CRIAR LISTA DE SGC, PARANÁ, REGISTRO 20.08	Beatriz Suzart
TURNO 3	21/08/2025	348		9	VARGINHA 21.08  AD. PARANÁ 20. 08 AD. REGISTRO 20 .08	PLTS DE ESTOJO BLOQUEADO 86191 - AGUARDANDO QUALIDADE  PLT PRA ARMAZENAR  AD SGC 19.08  - 899100088  4 PALETES DE SOBRA REGISTRO 20.08 - PEND SEPARAÇÃO	ZERADO	DEVOLUÇÃO SOBRA EXPORTAÇÃO - PEND MULTI (899086404)  VARGINHA EM DESCIDA  AD. PARANÁ 20.08 EM DESCIDA	AD VARGINHA 20.08 - PEND BIPAR (899121779)  VARGINHA - PEND CARREGAMENTO (899122339)	VAZIO	F1 - AGUARDANDO BAÚ (899122438) F1 - 01 FILEIRA ESTORNADO  F1 - PALETE P/ ESTORNO	F1 - PALETE P/ ESTORNO	LISTA DO DIA 21/ 08 - TOTALMENTE MAPEADA  ADERÊNCIA DO DIA 20/08 -   EM DESCIDA	Nicolly Araujo
TURNO 1	21/08/2025	387		7	REGISTRO	* AD SGC 19.08 899100088 - PEND. BIPAR  * 4 PALETES DE SOBRA REGISTRO 20.08 - PEND SEPARAÇÃO (EXPEDE) PLTS DIVERGENTES	CARGA SGC - PEND. SEPARAR	* DEVOLUÇÃO - AG. NF  * SOBRA EXPORTAÇÃO - PEND MULTI (899086404) * VARGINHA (FIFO 2A) - PEND. CRIAR REMESSA * AD. VARGINHA 20/08  899121779 - PEND. BIPAR * AD. PARANÁ 20.08 899124754 - PEND. BIPAR 04 PLTS DE VARGINHA (FILMADOS E REMONTADOS -EM PROCESSO DE ESTORNO)	REGISTRO - EM DESCIDA	SGC 899129905 - PEND. BIPAR E DUPLO  CHECK ( 51 UCS) SGC - EM SEPARAÇÃO (PLTS MISTOS) AD. REGISTRO 20/08 899128041 - PEND. BIPAR	F1 - PLTS PEND. ESTORNO	F1 - PLTS PEND. ESTORNO	CARGA SGC -  NOVO GALPÃO PEND. SEPARAR F1 - NO PISO DO RECEBIMENTO  ATUAÇÃO NA ÁREA DE DIVERGÊNCIA	Sandy Santos
TURNO 2	21/08/2025	761	0	20	PARANÁ 21.08 AD SGC 21.08	PLTS DIVERGENTES	SGC EM CARREGAMENTO - 899137617	PARANÁ 21.08 - EM DESCIDA  SOBRA DE EXPORTAÇÃO - PEND MULTI 899086404	SOBRA DE REGISTRO - PEND CRIAR REMESSA FIFO 1 SOBRA DE REGISTRO - 20.08 PEND TM  AD PARANÁ  20.08 - 899124754	AD VARGINHA 21.08 - PEND SPLIT 899139043 PARANÁ - CRIAR REMESSA FIFO 2	F1 - EM CARREGAMENTO F1 - 3 FILEIRAS ESTORNADAS NO FIFO 4A	F1 - CARGA PRONTA - PEND CRIAR REMESSA FIFO 4 F1 - 2 FILEIRA PRA ESTORNAR	ATUAÇÃO NA ÁREA DE DIVERGÊNCIA LISTA PARANÁ CRIADA 22.08 LISTA REGISTRO 22.08 - PEND CONTINUAR LISTA SGC E VARGINHA 22.08 - PEND MAPEAR REMESSA 899121802 PEND ESTORNO NO S4	Beatriz Suzart
TURNO 3	22/08/2025	284		10	AD. PARANÁ 21/08 - 01 PLT AD. PARANÁ 22/08  - 08 PLTS REGISTRO 22/08	PLTS DIVERGENTES PALETES P/ INSERIR	ZERADO	DEVOLUÇÃO - AG. NF AD. VARGIHA 21/08 - PENDT BIPAR AD. SGC 21/08  - PENDT BIPAR	REGISTRO - PENDENT  BIPAR (899143254) + (899142770) PENDT TU	SOBRA PARANÁ 22/08 (899142959) - PENDT BIPAR  PALETES P/ ARMAZENAR	F1- CARGA FATURADA AGUARDANDO BAÚ (899143085)	F1 - 3 FILEIRAS ESTORNADAS NO EXPEDE F1 - 2 FILEIRAS PEND. ESTORNO	LISTA DO DIA 22/08 - 100% CRIADA  AD. PARANÁ 22/08 - MAPEADA E SOLICITADA  F1 - 01 FILEIRA PENDENTE ESTORNO NO RECEBIMENTO  REMESSA 899121802 PEND ESTORNO NO S4 01 NF COM PROBLEMA NA TM (CHAMADO ABERTO)	Nicolly Araujo
TURNO 1	22/08/2025	289		9	SGC  FPLOG 22/08 EXPORTAÇÃO REMESSA 899110056	PLT ESTOJO - PEND. ESTORNAR PLTS DIVERGNTES	DEVOLUÇÃO - AG. NF	AD. VARGINHA 21/08  899143200 - PENDT BIPAR  CPACK SOBRA REGISTRO - FIFO 2A FPLOG - EM DESCIDA  EXPORTAÇÃO REMESSA 899110056 - EM DESCIDA	SJP ME REMESSA 899099043 -PEND. TM SJP SEMI ACABADO 899115071 - PEND. BIPAR E DUPLO CHECK	SGC - EM DESCIDA AD. SGC 21/08 899143327 - PEND. BIPAR	PLTS PEND. ESTORNO	F1 LOGIC 899150299 - PEND. BAÚ	PEND. MAPEAR AD. REGISTRO 22/08  * REMESSA 899121802 PEND ESTORNO NO S4 * 01 NF COM PROBLEMA NA TM (CHAMADO ABERTO)	Sandy Santos
TURNO 2	22/08/2025	451	0	20	VARGINHA 22.08	SOBRA DE SGC - PEND SEPARAR F1 - PEND ESTORNO	ZERADO	SOBRA DE REGISTRO - PEND BIPAR EXPORTAÇÃO - PEND FATURAR 899110056 CPACK  VARGINHA - PEND SEPARAÇÃO	FIFO 2/3 SGC 22.08 - PEND CHECK E CRIAR REMESSA  VARGINHA 22.08 - EM DESCIDA	VARGINHA - EM SEPARAÇÃO	F1 - FIFO 4 CARGA PRONTA - PEND CRIAR REMESSA F1 - 2 FILEIRAS PEND ESTORNO	F1 - PEND ESTORNO	EXPORTAÇÃO E SJP - LISTA CRIADA PEND SOLICITAR REMESSA: 899158983 DO ITEM 71858 - PEND FATURAR SGC 23.08 PEND CRIAR LISTA - BOTICA SP  PEND CRIAR LISTA 23/08 PEND MAPEAR AD 22.08	Beatriz Suzart
